"Steam ID","Name","Kills","Deaths","K/D","Max kill streak","Kill(s) / minute","Death(s) / minute","Max death streak","Max TK streak","Death by TK","Death by TK Streak","(aprox.) Longest life min.","(aprox.) Shortest life secs.","Nemesis","Victim","Combat Effectiveness","Support Points","Defensive Points","Offensive Points","Weapons","Death by Weapons"
"76561198129633347","(WTH) ya boy","104","21","4.95","28","1.22","0.25","2","0","0","0","1116","17","{""🅲ˇVergissmeinnicht"":1,""🅲ˇRookie"":2,""🅲ˇManagerˇ"":4,""Oasis"":1,""🅲ˇ真白shinakoˇ"":1,""Zywa小树人"":1,""🅲ˇTony9478"":2,""🅲ˇ捷森猪猪Jason_piggyˇ"":1,""🅲ˇ抢镜的最佳路人"":2,""leo.messi"":1,""🅲ˇ薇尔莉特Violetˇ"":1,""2Teng"":1,""🅲ˇ空均宇ˇ"":2,""🅲ˇSleep a Summerˇ"":1}","{""🅲ˇThree3ˇ"":2,""🅲ˇVergissmeinnicht"":6,""🅲ˇFirst Baturuˇ"":5,""🅲ˇHalloween∞ˇ"":6,""🅲ˇRookie"":3,""🅲ˇ音尘绝"":1,""🅲ˇヅ KÖalaˇ"":2,""🅲ˇmONESY666∞⚡"":3,""🅲ˇManagerˇ"":9,""Oasis"":4,""🅲ˇ真白shinakoˇ"":6,""🅲ˇAlituofo小女孩ˇ"":3,""chebelFIOR"":4,""Zywa小树人"":3,""🅲ˇ晨洋ˇBABA"":2,""莽皮坨冠军"":1,""🅲ˇ黑夜不过白昼ˇ"":2,""🅲ˇTony9478"":3,""🅲ˇ捷森猪猪Jason_piggyˇ"":2,""🅲ˇLancerzzzˇ"":2,""周茂凯"":4,""🅲ˇ石崎川ˇ"":2,""Kobe Bryant"":3,""Nagawa"":2,""突破王"":2,""leo.messi"":3,""🅲ˇaYa~Loongya！"":2,""🅲ˇ薇尔莉特Violetˇ"":3,""🅲ˇpangfˇ"":1,""🅲ˇ空均宇ˇ"":7,""🅲ˇ小七se7enˇ"":3,""Khonsu"":3}","726","225","1200","300","{""MG42"":104}","{""M1 GARAND"":8,""M1 CARBINE"":4,""M1A1 THOMPSON"":2,""BROWNING M1919"":3,""M1903 SPRINGFIELD"":1,""155MM HOWITZER [M114]"":2,""COAXIAL M1919 [Sherman M4A3E2(76)]"":1}"
"76561198006544508","🅲ˇheiheiLKˇ","0","0","0","0","0","0","0","0","0","0","0","9999","{}","{}","0","0","1780","0","{}","{}"
"76561198082692155","(WTH) Wolfi","52","67","0.78","6","0.61","0.78","5","0","5","2","251","15","{""🅲ˇ三个点ˇ"":1,""🅲ˇThree3ˇ"":1,""🅲ˇVergissmeinnicht"":2,""🅲ˇFirst Baturuˇ"":2,""🅲ˇRookie"":3,""🅲ˇ音尘绝"":1,""🅲 ˇ 脑袋不空空的如也酱 ˇ"":2,""🅲 ˆ Seer ˆ"":2,""🅲ˇmONESY666∞⚡"":1,""🅲ˇ8da2kˇ"":1,""🅲ˇElixir_小国ˇ"":1,""Oasis"":4,""🅲ˇ真白shinakoˇ"":1,""🅲ˇAlituofo小女孩ˇ"":2,""chebelFIOR"":4,""Zywa小树人"":1,""🅲ˇ黑夜不过白昼ˇ"":3,""🅲ˇTony9478"":1,""🅲ˇLancerzzzˇ"":4,""周茂凯"":2,""🅲ˇ石崎川ˇ"":3,""Nagawa"":3,""🅲ˇ抢镜的最佳路人"":8,""突破王"":1,""leo.messi"":2,""🅲ˇaYa~Loongya！"":2,""🅲ˇ薇尔莉特Violetˇ"":2,""2Teng"":2,""🅲ˇ空均宇ˇ"":1,""🅲ˇ小七se7enˇ"":1,""Khonsu"":1,""🅲ˇSleep a Summerˇ"":2}","{""🅲ˇThree3ˇ"":2,""🅲ˇVergissmeinnicht"":2,""🅲ˇRookie"":3,""🅲ˇWuHuLoveYoonaˇ"":2,""🅲ˇmONESY666∞⚡"":2,""🅲ˇ8da2kˇ"":2,""🅲ˇManagerˇ"":1,""Oasis"":1,""🅲ˇAlituofo小女孩ˇ"":2,""chebelFIOR"":3,""Zywa小树人"":1,""莽皮坨冠军"":1,""🅲ˇ黑夜不过白昼ˇ"":3,""🅲ˇLancerzzzˇ"":4,""周茂凯"":1,""🅲ˇ石崎川ˇ"":1,""Kobe Bryant"":3,""Nagawa"":2,""突破王"":4,""🅲ˇ薇尔莉特Violetˇ"":3,""🅲ˇpangfˇ"":2,""𝓢𝓧-𝓲𝓪𝓷𝓰"":1,""🅲ˇ空均宇ˇ"":2,""Khonsu"":3,""🅲ˇSleep a Summerˇ"":1}","404","1625","300","880","{""GEWEHR 43"":51,""M43 STIELHANDGRANATE"":1}","{""155MM HOWITZER [M114]"":8,""M1918A2 BAR"":2,""M1A1 THOMPSON"":5,""MK2 GRENADE"":1,""COAXIAL M1919 [Sherman M4A3E2(76)]"":2,""BROWNING M1919"":2,""BOMBING RUN"":1,""76MM M1 GUN [Sherman M4A3E2(76)]"":3,""BAZOOKA"":1,""COAXIAL M1919 [Sherman M4A3(75)W]"":1,""M1 CARBINE"":2,""M6 37mm [M8 Greyhound]"":2,""M1 GARAND"":37}"
"76561198059967995","(WTH) John ツ","63","35","1.8","13","0.74","0.41","4","0","0","0","593","22","{""🅲ˇ三个点ˇ"":1,""🅲ˇThree3ˇ"":2,""🅲ˇVergissmeinnicht"":1,""🅲ˇRookie"":2,""🅲ˇ音尘绝"":1,""🅲 ˆ Seer ˆ"":1,""🅲ˇManagerˇ"":1,""Oasis"":1,""🅲ˇ真白shinakoˇ"":1,""🅲ˇSUNˇ"":2,""chebelFIOR"":4,""🅲ˇ晨洋ˇBABA"":2,""🅲ˇ黑夜不过白昼ˇ"":2,""🅲ˇTony9478"":4,""🅲ˇ捷森猪猪Jason_piggyˇ"":2,""突破王"":1,""leo.messi"":3,""🅲ˇ薇尔莉特Violetˇ"":1,""🅲ˇpangfˇ"":1,""2Teng"":2}","{""🅲ˇ三个点ˇ"":1,""🅲ˇThree3ˇ"":3,""🅲ˇVergissmeinnicht"":2,""🅲ˇFirst Baturuˇ"":1,""🅲ˇHalloween∞ˇ"":1,""🅲ˇRookie"":7,""🅲ˇヅ KÖalaˇ"":3,""🅲ˇManagerˇ"":7,""Oasis"":2,""🅲ˇ真白shinakoˇ"":4,""🅲ˇSUNˇ"":5,""chebelFIOR"":6,""🅲ˇ晨洋ˇBABA"":4,""🅲ˇ黑夜不过白昼ˇ"":2,""🅲ˇTony9478"":2,""🅲ˇ捷森猪猪Jason_piggyˇ"":8,""leo.messi"":4,""🅲ˇ薇尔莉特Violetˇ"":1}","471","920","420","1040","{""GEWEHR 43"":63}","{""M1 GARAND"":23,""M1 CARBINE"":1,""M1918A2 BAR"":1,""BROWNING M1919"":6,""M1903 SPRINGFIELD"":1,""75MM CANNON [Sherman M4A3(75)W]"":1,""76MM M1 GUN [Sherman M4A3E2(76)]"":1,""COAXIAL M1919 [Sherman M4A3E2(76)]"":1}"
"76561198805469913","🅲 ˇWONIUˇ","2","14","0.14","1","0.02","0.16","9","0","0","0","1137","25","{""(WTH) KAISER Mtbb"":1,""(WTH) Desper"":2,""(wth) Lenny"":1,""(WTH) Slappy"":1,""(WTH) Drachi ッ"":1,""(WTH) GingerSlushii"":1,""(CCP) RisingZedong"":2,""(WTH) Junior你狗屎"":3,""(WTH) Critical"":1,""(WTH) Raptor uK™"":1}","{""(WTH) Lehtikylä"":1,""(WTH) Junior你狗屎"":1}","613","80","1520","20","{""M1918A2 BAR"":1,""M8 Greyhound"":1}","{""MG42"":2,""STG44"":3,""KARABINER 98K"":3,""PANZERSCHRECK"":3,""PRECISION STRIKE"":1,""75MM CANNON [Sd.Kfz.161 Panzer IV]"":1,""88 KWK 36 L/56 [Sd.Kfz.181 Tiger 1]"":1}"
"76561198059269447","(WTH) KAISER Mtbb","88","66","1.33","6","1.03","0.77","6","0","1","1","204","18","{""🅲ˇ三个点ˇ"":1,""🅲ˇThree3ˇ"":2,""🅲ˇVergissmeinnicht"":2,""🅲ˇFirst Baturuˇ"":1,""🅲ˇHalloween∞ˇ"":1,""🅲ˇRookie"":4,""🅲ˇ音尘绝"":1,""🅲 ˇ 脑袋不空空的如也酱 ˇ"":2,""🅲ˇヅ KÖalaˇ"":1,""🅲 ˆ Seer ˆ"":1,""🅲ˇElixir_小国ˇ"":1,""Oasis"":2,""🅲ˇ真白shinakoˇ"":3,""🅲ˇAlituofo小女孩ˇ"":5,""chebelFIOR"":4,""Zywa小树人"":1,""🅲ˇ晨洋ˇBABA"":2,""🅲ˇ黑夜不过白昼ˇ"":3,""周茂凯"":1,""🅲ˇ石崎川ˇ"":1,""Kobe Bryant"":3,""Nagawa"":2,""🅲ˇ抢镜的最佳路人"":7,""leo.messi"":4,""🅲ˇ薇尔莉特Violetˇ"":2,""2Teng"":1,""🅲ˇ空均宇ˇ"":2,""🅲ˇ小七se7enˇ"":2,""Khonsu"":3,""🅲ˇSleep a Summerˇ"":1}","{""🅲ˇ三个点ˇ"":1,""🅲ˇThree3ˇ"":4,""🅲 ˇWONIUˇ"":1,""🅲ˇVergissmeinnicht"":4,""🅲ˇHalloween∞ˇ"":3,""🅲ˇRookie"":6,""🅲 ˆ Seer ˆ"":1,""🅲ˇWuHuLoveYoonaˇ"":1,""🅲ˇmONESY666∞⚡"":3,""🅲ˇ8da2kˇ"":2,""🅲ˇElixir_小国ˇ"":1,""🅲ˇManagerˇ"":3,""🅲ˇ真白shinakoˇ"":5,""🅲ˇAlituofo小女孩ˇ"":1,""🅲ˇSUNˇ"":3,""Donk666"":2,""chebelFIOR"":3,""Zywa小树人"":2,""🅲ˇ晨洋ˇBABA"":3,""🅲ˇ黑夜不过白昼ˇ"":3,""🅲ˇTony9478"":1,""🅲ˇ捷森猪猪Jason_piggyˇ"":1,""🅲ˇLancerzzzˇ"":1,""🅲ˇ石崎川ˇ"":2,""Kobe Bryant"":8,""Nagawa"":2,""突破王"":2,""leo.messi"":4,""🅲ˇ薇尔莉特Violetˇ"":2,""🅲ˇpangfˇ"":2,""𝓢𝓧-𝓲𝓪𝓷𝓰"":1,""🅲ˇ空均宇ˇ"":6,""Khonsu"":3,""🅲ˇSleep a Summerˇ"":1}","651","425","100","1020","{""MP40"":3,""STG44"":38,""GEWEHR 43"":42,""KARABINER 98K"":1,""PANZERSCHRECK"":2,""M43 STIELHANDGRANATE"":2}","{""155MM HOWITZER [M114]"":7,""M1A1 THOMPSON"":2,""MK2 GRENADE"":3,""75MM CANNON [Sherman M4A3(75)W]"":1,""COAXIAL M1919 [Sherman M4A3E2(76)]"":1,""M1903 SPRINGFIELD"":1,""76MM M1 GUN [Sherman M4A3E2(76)]"":2,""M6 37mm [M8 Greyhound]"":2,""M1 GARAND"":47}"
"76561199030898109","2Teng","42","10","4.2","36","0.49","0.12","3","3","0","0","2960","63","{""(wth) Lenny"":1,""(WTH) Slappy"":1,""(WTH) Zhong Xina"":1,""(CCP) RisingZedong"":2,""🅷 (WTH) matziti"":2,""(WTH) GØBLYAXX ❀"":1,""(WTH) GΣRMANXX ❀"":1,""(WTH)✨ Tourop ✨"":1}","{""(WTH) KAISER Mtbb"":1,""(CCP) Harry"":1,""(WTH) Alf"":2,""(wth) Trotche"":1,""(WTH) Zhong Xina"":1,""(WTH) Neffex"":1,""(WTH) .spxnk"":7,""(WTH) delete"":1,""(WTH) BABY SharK ｼ 2.0"":1,""🅷 (WTH) matziti"":2,""Lazei"":4,""(WTH) John ツ"":2,""(WTH) DrDoof"":2,""(WTH) Slappy"":1,""(WTH) Conor"":1,""(WTH) Drachi ッ"":2,""(WTH) ya boy"":1,""(WTH) GingerSlushii"":1,""(WTH) Lehtikylä"":1,""(CCP) RisingZedong"":1,""(WTH) ㋡ Crusaderxx ❀"":1,""(CCP) WONIU FAN"":1,""(WTH) MDMaris"":1,""(WTH) Raptor uK™"":1,""(WTH) Wolfi"":2,""(WTH) GØBLYAXX ❀"":1,""(WTH) GΣRMANXX ❀"":1}","549","35","1480","120","{""M1 GARAND"":3,""37MM CANNON [Stuart M5A1]"":2,""76MM M1 GUN [Sherman M4A3E2(76)]"":27,""COAXIAL M1919 [Sherman M4A3E2(76)]"":10}","{""MG42"":1,""FG42 x4"":2,""GEWEHR 43"":2,""PANZERSCHRECK"":1,""75MM CANNON [Sd.Kfz.161 Panzer IV]"":1,""88 KWK 36 L/56 [Sd.Kfz.181 Tiger 1]"":3}"
"76561199234366316","(WTH) Junior你狗屎","75","82","0.91","4","0.88","0.96","9","5","4","1","235","15","{""🅲ˇ三个点ˇ"":1,""🅲ˇThree3ˇ"":1,""🅲 ˇWONIUˇ"":1,""🅲ˇVergissmeinnicht"":3,""🅲ˇHalloween∞ˇ"":7,""🅲ˇRookie"":3,""🅲ˇ音尘绝"":1,""🅲 ˇ 脑袋不空空的如也酱 ˇ"":4,""🅲ˇヅ KÖalaˇ"":2,""🅲 ˆ Seer ˆ"":1,""🅲ˇWuHuLoveYoonaˇ"":3,""🅲ˇmONESY666∞⚡"":1,""🅲ˇElixir_小国ˇ"":4,""🅲ˇManagerˇ"":1,""Oasis"":2,""🅲ˇ真白shinakoˇ"":1,""🅲ˇAlituofo小女孩ˇ"":2,""🅲ˇSUNˇ"":1,""chebelFIOR"":4,""Zywa小树人"":3,""🅲ˇ黑夜不过白昼ˇ"":2,""🅲ˇ石崎川ˇ"":6,""Kobe Bryant"":2,""Nagawa"":3,""🅲ˇ抢镜的最佳路人"":13,""leo.messi"":5,""🅲ˇ薇尔莉特Violetˇ"":3,""🅲ˇ空均宇ˇ"":1,""🅲ˇSleep a Summerˇ"":1}","{""🅲ˇThree3ˇ"":4,""🅲 ˇWONIUˇ"":3,""🅲ˇVergissmeinnicht"":3,""🅲ˇHalloween∞ˇ"":5,""🅲ˇRookie"":5,""🅲ˇヅ KÖalaˇ"":1,""🅲ˇWuHuLoveYoonaˇ"":2,""🅲ˇmONESY666∞⚡"":3,""🅲ˇ8da2kˇ"":1,""🅲ˇElixir_小国ˇ"":3,""🅲ˇManagerˇ"":2,""Oasis"":1,""🅲ˇ真白shinakoˇ"":2,""🅲ˇAlituofo小女孩ˇ"":4,""🅲ˇSUNˇ"":4,""chebelFIOR"":1,""Zywa小树人"":2,""莽皮坨冠军"":1,""🅲ˇ黑夜不过白昼ˇ"":5,""🅲ˇTony9478"":1,""🅲ˇLancerzzzˇ"":1,""🅲ˇ石崎川ˇ"":3,""Kobe Bryant"":3,""Nagawa"":1,""🅲ˇaYa~Loongya！"":3,""🅲ˇ薇尔莉特Violetˇ"":7,""🅲ˇ空均宇ˇ"":1,""🅲ˇ小七se7enˇ"":1,""Khonsu"":2}","610","170","140","860","{""STG44"":37,""SATCHEL"":2,""GEWEHR 43"":32,""FELDSPATEN"":1,""KARABINER 98K"":3}","{""155MM HOWITZER [M114]"":13,""M1918A2 BAR"":2,""M1A1 THOMPSON"":5,""75MM CANNON [Sherman M4A3(75)W]"":2,""COAXIAL M1919 [Sherman M4A3E2(76)]"":1,""BROWNING M1919"":1,""76MM M1 GUN [Sherman M4A3E2(76)]"":1,""M8 Greyhound"":1,""COAXIAL M1919 [Sherman M4A3(75)W]"":2,""M1 CARBINE"":1,""M1 GARAND"":53}"
"76561198378983152","🅲ˇRookie","51","77","0.66","6","0.6","0.9","7","0","1","1","303","17","{""(WTH) KAISER Mtbb"":6,""(WTH) Alf"":2,""(WTH) Zhong Xina"":2,""(WTH) Neffex"":1,""(WTH) .spxnk"":2,""(WTH) delete"":2,""🅷 (WTH) matziti"":2,""Lazei"":1,""(WTH) John ツ"":7,""(WTH) DrDoof"":5,""(WTH) AlexGZ"":1,""(WTH) Slappy"":2,""(WTH) Conor"":1,""(WTH) ya boy"":3,""(WTH) J4nnis"":1,""(WTH) GingerSlushii"":1,""(WTH) Lehtikylä"":2,""(CCP) RisingZedong"":1,""(WTH) Junior你狗屎"":5,""(WTH) ㋡ Crusaderxx ❀"":4,""(WTH) Critical"":1,""(WTH) Sgt. Rico"":9,""(WTH) Zota"":3,""(WTH) Wolfi"":3,""(WTH) GØBLYAXX ❀"":2,""(WTH) gavrich"":6,""(WTH) GΣRMANXX ❀"":2}","{""(WTH) KAISER Mtbb"":4,""(WTH) Dorbian"":4,""(WTH) Zhong Xina"":1,""(WTH) Neffex"":2,""(WTH) .spxnk"":1,""(WTH) Desper"":1,""(WTH) John ツ"":2,""(WTH) DrDoof"":1,""(WTH) Slappy"":1,""(WTH)Watsonater3000"":4,""(WTH) Drachi ッ"":1,""(WTH) ya boy"":2,""(WTH) J4nnis"":1,""(WTH) GingerSlushii"":2,""(WTH) Lehtikylä"":3,""[WTH] Mike Lawry 유"":3,""(WTH) Junior你狗屎"":3,""(WTH) ㋡ Crusaderxx ❀"":2,""(WTH) Sgt. Rico"":3,""(WTH) Zota"":5,""(WTH) Wolfi"":3,""(WTH) GΣRMANXX ❀"":1,""(WTH)✨ Tourop ✨"":1}","353","100","940","100","{""M1 GARAND"":49,""M1918A2 BAR"":1,""M1A1 THOMPSON"":1}","{""STG44"":7,""GEWEHR 43"":30,""COAXIAL MG34 [Sd.Kfz.181 Tiger 1]"":1,""BOMBING RUN"":1,""S-MINE"":2,""150MM HOWITZER [sFH 18]"":6,""SATCHEL"":3,""MG42"":11,""KARABINER 98K"":5,""FG42 x4"":10,""MP40"":1}"
"76561198026689176","(WTH) Zota","46","76","0.61","8","0.54","0.89","6","0","3","1","256","17","{""🅲ˇ三个点ˇ"":3,""🅲ˇThree3ˇ"":4,""🅲ˇVergissmeinnicht"":5,""🅲ˇFirst Baturuˇ"":2,""🅲ˇRookie"":5,""🅲ˇ音尘绝"":2,""🅲 ˇ 脑袋不空空的如也酱 ˇ"":3,""🅲ˇヅ KÖalaˇ"":1,""🅲 ˆ Seer ˆ"":2,""🅲ˇWuHuLoveYoonaˇ"":1,""🅲ˇmONESY666∞⚡"":3,""🅲ˇ8da2kˇ"":1,""🅲ˇElixir_小国ˇ"":1,""🅲ˇ真白shinakoˇ"":4,""🅲ˇAlituofo小女孩ˇ"":1,""chebelFIOR"":2,""🅲ˇ晨洋ˇBABA"":3,""🅲ˇ黑夜不过白昼ˇ"":2,""🅲ˇTony9478"":5,""🅲ˇ捷森猪猪Jason_piggyˇ"":6,""🅲ˇ303_Lcdˇ"":1,""🅲ˇ抢镜的最佳路人"":3,""乔小乔"":1,""leo.messi"":3,""🅲ˇaYa~Loongya！"":2,""🅲ˇ薇尔莉特Violetˇ"":6,""🅲ˇSleep a Summerˇ"":4}","{""🅲ˇ西德4000ˇ"":1,""🅲ˇVergissmeinnicht"":3,""🅲ˇHalloween∞ˇ"":2,""🅲ˇRookie"":3,""🅲ˇ音尘绝"":4,""🅲 ˇ 脑袋不空空的如也酱 ˇ"":1,""🅲ˇWuHuLoveYoonaˇ"":1,""🅲ˇmONESY666∞⚡"":1,""🅲ˇElixir_小国ˇ"":1,""🅲ˇManagerˇ"":2,""🅲ˇ真白shinakoˇ"":1,""🅲ˇAlituofo小女孩ˇ"":1,""Donk666"":1,""chebelFIOR"":1,""Zywa小树人"":1,""🅲ˇ晨洋ˇBABA"":3,""🅲ˇ黑夜不过白昼ˇ"":3,""🅲ˇTony9478"":1,""🅲ˇ303_Lcdˇ"":1,""🅲ˇLancerzzzˇ"":1,""周茂凯"":2,""Kobe Bryant"":1,""突破王"":1,""leo.messi"":3,""🅲ˇaYa~Loongya！"":1,""🅲ˇ薇尔莉特Violetˇ"":1,""🅲ˇpangfˇ"":1,""🅲ˇ空均宇ˇ"":1,""🅲ˇ小七se7enˇ"":1,""🅲ˇSleep a Summerˇ"":1}","457","531","240","780","{""MP40"":2,""STG44"":23,""GEWEHR 43"":14,""KARABINER 98K"":4,""PANZERSCHRECK"":3}","{""155MM HOWITZER [M114]"":3,""M1A1 THOMPSON"":2,""M97 TRENCH GUN"":1,""MK2 GRENADE"":3,""75MM CANNON [Sherman M4A3(75)W]"":1,""COAXIAL M1919 [M8 Greyhound]"":1,""COAXIAL M1919 [Sherman M4A3E2(76)]"":1,""37MM CANNON [Stuart M5A1]"":1,""HULL M1919 [Sherman M4A3E2(76)]"":2,""BROWNING M1919"":12,""76MM M1 GUN [Sherman M4A3E2(76)]"":1,""M1 CARBINE"":2,""M6 37mm [M8 Greyhound]"":1,""M1 GARAND"":45}"
"76561198262323393","🅲ˇVergissmeinnicht","56","85","0.66","4","0.66","1","6","0","0","0","192","16","{""(WTH) KAISER Mtbb"":4,""(WTH) Alf"":1,""(WTH) Voape"":1,""(WTH) Zhong Xina"":2,""(WTH) Neffex"":4,""(WTH) .spxnk"":5,""(WTH) Desper"":1,""(WTH) delete"":2,""(WTH) BABY SharK ｼ 2.0"":3,""(wth) Lenny"":2,""Lazei"":4,""(WTH) John ツ"":2,""(WTH) DrDoof"":5,""(WTH) AlexGZ"":3,""(WTH)Watsonater3000"":3,""(WTH) Conor"":1,""(WTH) Drachi ッ"":1,""(WTH) ya boy"":6,""(WTH) Lehtikylä"":2,""[WTH] Mike Lawry 유"":1,""(WTH) Junior你狗屎"":3,""(WTH) ㋡ Crusaderxx ❀"":1,""(CCP) WONIU FAN"":1,""(WTH) Sgt. Rico"":11,""(WTH) Zota"":3,""(WTH) Raptor uK™"":1,""(WTH) Wolfi"":2,""(WTH) gavrich"":8,""(WTH) GΣRMANXX ❀"":2}","{""(WTH) KAISER Mtbb"":2,""(WTH) Dorbian"":1,""(WTH) Voape"":1,""(WTH) Zhong Xina"":2,""(WTH) .spxnk"":5,""(WTH) delete"":2,""(WTH) BABY SharK ｼ 2.0"":2,""Lazei"":6,""(WTH) John ツ"":1,""(WTH) DrDoof"":4,""(WTH) AlexGZ"":2,""(WTH)Watsonater3000"":4,""(WTH) Conor"":2,""(WTH) Drachi ッ"":3,""(WTH) ya boy"":1,""(WTH) blue 鸡肉面"":1,""[WTH] Mike Lawry 유"":1,""(WTH) Junior你狗屎"":3,""(WTH) ㋡ Crusaderxx ❀"":1,""(WTH) Sgt. Rico"":5,""(WTH) Zota"":5,""(WTH) Wolfi"":2}","412","181","940","120","{""M1 GARAND"":48,""M1918A2 BAR"":3,""MK2 GRENADE"":1,""M1A1 THOMPSON"":4}","{""STG44"":16,""GEWEHR 43"":22,""PANZERSCHRECK"":1,""COAXIAL MG34 [Sd.Kfz.181 Tiger 1]"":1,""S-MINE"":1,""150MM HOWITZER [sFH 18]"":8,""M43 STIELHANDGRANATE"":3,""SATCHEL"":1,""50mm KwK 39/1 [Sd.Kfz.234 Puma]"":1,""MG42"":12,""KARABINER 98K"":7,""FG42 x4"":10,""MP40"":2}"
"76561198141116882","🅲ˇWuHuLoveYoonaˇ","43","52","0.83","7","0.5","0.61","8","0","0","0","327","16","{""(WTH) KAISER Mtbb"":1,""(WTH) Dorbian"":1,""(WTH) Alf"":2,""(WTH) Guinness"":1,""(WTH) .spxnk"":1,""(WTH) Desper"":1,""(WTH) BABY SharK ｼ 2.0"":1,""🅷 (WTH) matziti"":4,""Lazei"":2,""(WTH) DrDoof"":1,""(WTH) Slappy"":7,""(WTH) Conor"":2,""(WTH) Drachi ッ"":1,""(WTH) J4nnis"":1,""(WTH) GingerSlushii"":1,""(WTH) Lehtikylä"":1,""[WTH] Mike Lawry 유"":3,""(WTH) Junior你狗屎"":2,""(WTH) ㋡ Crusaderxx ❀"":1,""(WTH) MDMaris"":2,""(WTH) era"":2,""(WTH) Zota"":1,""(WTH) Wolfi"":2,""(WTH) ✯Kongo"":1,""(WTH) GØBLYAXX ❀"":1,""(WTH) gavrich"":7,""(WTH) GΣRMANXX ❀"":2}","{""(WTH) Dorbian"":1,""(WTH) Alf"":1,""(WTH) Voape"":5,""(WTH) .spxnk"":1,""Lazei"":1,""(WTH) DrDoof"":1,""(WTH) Slappy"":3,""(WTH) Conor"":3,""(WTH) Drachi ッ"":1,""(WTH) GingerSlushii"":2,""[WTH] Mike Lawry 유"":6,""(WTH) Junior你狗屎"":3,""(WTH) ㋡ Crusaderxx ❀"":1,""(WTH) MDMaris"":1,""(WTH) Critical"":1,""(WTH) era"":3,""(WTH) Zota"":1,""(WTH) ✯Kongo"":5,""(WTH) GØBLYAXX ❀"":2,""(WTH) GΣRMANXX ❀"":1}","329","883","1160","80","{""M1 GARAND"":43}","{""STG44"":4,""GEWEHR 43"":23,""S-MINE"":1,""150MM HOWITZER [sFH 18]"":7,""50mm KwK 39/1 [Sd.Kfz.234 Puma]"":1,""MG42"":9,""KARABINER 98K"":2,""FG42 x4"":3,""MP40"":2}"
"76561198005785380","(WTH) Drachi ッ","34","45","0.76","10","0.4","0.53","5","1","2","1","725","24","{""🅲ˇ三个点ˇ"":2,""🅲ˇVergissmeinnicht"":3,""🅲ˇFirst Baturuˇ"":1,""🅲ˇHalloween∞ˇ"":3,""🅲ˇRookie"":1,""🅲 ˆ Seer ˆ"":2,""🅲ˇWuHuLoveYoonaˇ"":1,""🅲ˇmONESY666∞⚡"":3,""Oasis"":4,""🅲ˇAlituofo小女孩ˇ"":1,""Zywa小树人"":1,""🅲ˇ晨洋ˇBABA"":1,""🅲ˇ黑夜不过白昼ˇ"":1,""🅲ˇLancerzzzˇ"":1,""🅲ˇ石崎川ˇ"":1,""Kobe Bryant"":1,""Nagawa"":4,""🅲ˇ抢镜的最佳路人"":1,""突破王"":5,""🅲ˇaYa~Loongya！"":2,""🅲ˇ薇尔莉特Violetˇ"":2,""🅲ˇpangfˇ"":1,""2Teng"":2,""🅲ˇ小七se7enˇ"":1}","{""🅲ˇ三个点ˇ"":1,""🅲ˇThree3ˇ"":1,""🅲 ˇWONIUˇ"":1,""🅲ˇVergissmeinnicht"":1,""🅲ˇHalloween∞ˇ"":1,""🅲ˇヅ KÖalaˇ"":1,""🅲ˇWuHuLoveYoonaˇ"":1,""🅲ˇmONESY666∞⚡"":2,""🅲ˇ8da2kˇ"":1,""🅲ˇManagerˇ"":2,""🅲ˇ真白shinakoˇ"":1,""🅲ˇSUNˇ"":2,""chebelFIOR"":4,""Zywa小树人"":1,""🅲ˇ黑夜不过白昼ˇ"":1,""🅲ˇ捷森猪猪Jason_piggyˇ"":1,""Kobe Bryant"":1,""Nagawa"":3,""突破王"":1,""🅲ˇaYa~Loongya！"":1,""🅲ˇ薇尔莉特Violetˇ"":1,""🅲ˇpangfˇ"":1,""🅲ˇ小七se7enˇ"":1,""Khonsu"":2,""🅲ˇSleep a Summerˇ"":1}","373","3202","460","640","{""MG34"":1,""MG42"":16,""MP40"":5,""STG44"":1,""GEWEHR 43"":8,""KARABINER 98K"":1,""PANZERSCHRECK"":2}","{""155MM HOWITZER [M114]"":1,""M1918A2 BAR"":1,""M1A1 THOMPSON"":3,""M97 TRENCH GUN"":1,""75MM CANNON [Sherman M4A3(75)W]"":2,""BROWNING M1919"":1,""76MM M1 GUN [Sherman M4A3E2(76)]"":3,""M1 CARBINE"":2,""M1 GARAND"":31}"
